_id,Product ID,URL,Genedr,UPC,Brand,Title,Model,Variations,Polarized,Price,Description,Image URLs,Product Details,Frame Color,Frame Material,Frame Shape,LensMaterial,Model Number,Lens Color,Size & Fit,Bridge Size,Lense Size,Size,Feature Technology
693297f8d842073f56990f3d,3074457345618430168,https://www.sunglasshut.com/ca-en/burberry/be4293-8056597044776,male,410000404058,Burberry,Burberry sunglasses,BE4293,/wcs/resources/store/10154/products/3074457345618430168/variants?pdpGroupByValue=BE4293_SUN&categoryId=3074457345626651871,False,29.99,"Experience the essence of timeless elegance with Burberry BE4293 sunglasses, a perfect blend of tradition and modernity. The solid grey polarized lenses exude sophistication, while the black square frame with polished finish adds an edgy touch to this iconic design. Elevated by the iconic check pattern on the temples, these shades embody distinctive style that transcends generations. Embrace your inner Londoner and embrace the allure of these exquisite frames crafted from premium acetate material for enduring comfort and style.",,"Experience the essence of timeless elegance with Burberry BE4293 sunglasses, a perfect blend of tradition and modernity. The solid grey polarized lenses exude sophistication, while the black square frame with polished finish adds an edgy touch to this iconic design. Elevated by the iconic check pattern on the temples, these shades embody distinctive style that transcends generations. Embrace your inner Londoner and embrace the allure of these exquisite frames crafted from premium acetate material for enduring comfort and style.",0,,,Cr39,BE4293,,(0-)_size,,, (0-)_size,Classic
693297f9d842073f56990f3e,3074457345618393528,https://www.sunglasshut.com/ca-en/oakley/oo9417-888392336491,male,410000404058,Oakley,Oakley sunglasses,OO9417 Holbrook™ XL,/wcs/resources/store/10154/products/3074457345618393528/variants?pdpGroupByValue=OO9417+Holbrook%E2%84%A2+XL_SUN&categoryId=3074457345626651863,False,29.99,"Oakley Holbrook™ XL sunglasses are designed for those who want to stand out from the crowd. The matte black square frames and prizm black polarized lenses exude style, while their functionality is ensured by the o matter material and key bridge design. These shades boast a unique combination of colors and shapes that makes them truly stand out from the crowd with their bold prizm black polarized lenses. Available with lens contrast enhancement technology.",,"Oakley Holbrook™ XL sunglasses are designed for those who want to stand out from the crowd. The matte black square frames and prizm black polarized lenses exude style, while their functionality is ensured by the o matter material and key bridge design. These shades boast a unique combination of colors and shapes that makes them truly stand out from the crowd with their bold prizm black polarized lenses. Available with lens contrast enhancement technology.",0,,,Polycarbonate,OO9417,,(0-)_size,,, (0-)_size,Mirror & Flash
693297fad842073f56990f3f,3074457345618691104,https://www.sunglasshut.com/ca-en/versace/ve2278d-8056262275696,unisex,410000404058,Versace,Versace sunglasses,VE2278D,/wcs/resources/store/10154/products/3074457345618691104/variants?pdpGroupByValue=VE2278D_SUN&categoryId=3074457345626651843,False,29.99,"Experience the allure of Versace VE2278D sunglasses, a symbol of timeless elegance. The butterfly shape crafted from metal exudes sophistication and style. Featuring solid dark grey lenses and black frame color, these shades radiate charm and allure. Elevated by the iconic medusa on temple, this exquisite blend of tradition and innovation pays homage to all things designer. Embrace the fusion of past and present with these exquisite butterfly frames that effortlessly combine luxury with everyday wearability.",,"Experience the allure of Versace VE2278D sunglasses, a symbol of timeless elegance. The butterfly shape crafted from metal exudes sophistication and style. Featuring solid dark grey lenses and black frame color, these shades radiate charm and allure. Elevated by the iconic medusa on temple, this exquisite blend of tradition and innovation pays homage to all things designer. Embrace the fusion of past and present with these exquisite butterfly frames that effortlessly combine luxury with everyday wearability.",0,,,Polyamide Bio,VE2278D,,(0-)_size,,, (0-)_size,Classic
693297fbd842073f56990f40,3074457345618692808,https://www.sunglasshut.com/ca-en/armani-exchange/ax4147s-7895653318427,male,410000404058,Armani Exchange,AX (Armani Exchange) sunglasses,AX4147S,/wcs/resources/store/10154/products/3074457345618692808/variants?pdpGroupByValue=AX4147S_SUN&categoryId=3074457345626651868,False,29.99,"Elevating the square frame to new heights of sophistication, Armani Exchange AX4147S sunglasses offer a timeless allure. The matte black frames perfectly complement the dark green lenses, creating an effortlessly stylish look. These shades boast a cutting-edge design that will add instant edge to any outfit.",,"Elevating the square frame to new heights of sophistication, Armani Exchange AX4147S sunglasses offer a timeless allure. The matte black frames perfectly complement the dark green lenses, creating an effortlessly stylish look. These shades boast a cutting-edge design that will add instant edge to any outfit.",0,,,Polyamide Bio,AX4147S,,(0-)_size,,, (0-)_size,Classic
693297fcd842073f56990f41,3074457345618391490,https://www.sunglasshut.com/ca-en/ray-ban/rb4171-8053672495744,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB4171 Erika Classic,/wcs/resources/store/10154/products/3074457345618391490/variants?pdpGroupByValue=RB4171+Erika+Classic_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban Erika Classic is a modernized version of the original, featuring a slightly smaller frame and lens. These sunglasses are designed with a phantos shape for an edgy look. They come in light havana color with gradient brown polarized lenses, adding style to your everyday look.",,"Ray-Ban Erika Classic is a modernized version of the original, featuring a slightly smaller frame and lens. These sunglasses are designed with a phantos shape for an edgy look. They come in light havana color with gradient brown polarized lenses, adding style to your everyday look.",0,,,Polycarbonate,RB4171,,(0-)_size,,, (0-)_size,Gradient
693297fdd842073f56990f42,3074457345618391804,https://www.sunglasshut.com/ca-en/ray-ban/rb3548n-8053672689679,male,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB3548N Hexagonal Flat Lenses,/wcs/resources/store/10154/products/3074457345618391804/variants?pdpGroupByValue=RB3548N+Hexagonal+Flat+Lenses_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban Hexagonal Flat Lenses are a new take on the iconic metal hexagon shape, featuring an irregular frame design. With its classic g-15 green lenses and gold metal frame, these sunglasses are perfect for those looking for something unique but still want to keep it classy.",,"Ray-Ban Hexagonal Flat Lenses are a new take on the iconic metal hexagon shape, featuring an irregular frame design. With its classic g-15 green lenses and gold metal frame, these sunglasses are perfect for those looking for something unique but still want to keep it classy.",0,,,Crystal,RB3548N,,(0-)_size,,, (0-)_size,Classic
693297fed842073f56990f43,3074457345618392977,https://www.sunglasshut.com/ca-en/oakley/oo9102-888392260109,male,410000404058,Oakley,Oakley sunglasses,OO9102 Holbrook™,/wcs/resources/store/10154/products/3074457345618392977/variants?pdpGroupByValue=OO9102+Holbrook%E2%84%A2_SUN&categoryId=3074457345626651863,False,29.99,"Experience the evolution of Oakley's square frame design with Holbrook™. This style features matte black frames paired with prizm black polarized lenses, offering high contrast and enhanced color definition for everyday wear. Crafted with a key bridge and square-shaped lens, this model boasts a timeless look that seamlessly blends vintage charm with modern technology. Available with lens contrast enhancement technology.",,"Experience the evolution of Oakley's square frame design with Holbrook™. This style features matte black frames paired with prizm black polarized lenses, offering high contrast and enhanced color definition for everyday wear. Crafted with a key bridge and square-shaped lens, this model boasts a timeless look that seamlessly blends vintage charm with modern technology. Available with lens contrast enhancement technology.",0,,,Polycarbonate,OO9102,,(0-)_size,,, (0-)_size,Mirror & Flash
693297ffd842073f56990f44,3074457345618727256,https://www.sunglasshut.com/ca-en/ray-ban/rb3768-8056262562260,male,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB3768,/wcs/resources/store/10154/products/3074457345618727256/variants?pdpGroupByValue=RB3768_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban RB3768 sunglasses are a modern interpretation of the iconic metal frame. The irregular shape and metal construction offer both comfort and style, while the gold arista color adds an extra touch of elegance. These sunglasses are designed to be worn all day long, with solid dark brown lenses providing 100% UV protection from the sun's rays.",,"Ray-Ban RB3768 sunglasses are a modern interpretation of the iconic metal frame. The irregular shape and metal construction offer both comfort and style, while the gold arista color adds an extra touch of elegance. These sunglasses are designed to be worn all day long, with solid dark brown lenses providing 100% UV protection from the sun's rays.",0,,,Polyamide Bio,RB3768,,(0-)_size,,, (0-)_size,Classic
69329801d842073f56990f45,3074457345618730233,https://www.sunglasshut.com/ca-en/armani-exchange/ax4154su-7895653327474,male,410000404058,Armani Exchange,AX (Armani Exchange) sunglasses,AX4154SU,/wcs/resources/store/10154/products/3074457345618730233/variants?pdpGroupByValue=AX4154SU_SUN&categoryId=3074457345626651868,False,29.99,"Experience the perfect fusion of style and substance with Armani Exchange AX4154SU sunglasses, a testament to impeccable craftsmanship. These square-shaped matte black frames exude timeless elegance and sophistication. The solid dark grey lenses add a touch of understated allure to this iconic design. Elevate your everyday look with these exquisite shades that seamlessly blend fashion-forward flair with versatile appeal.",,"Experience the perfect fusion of style and substance with Armani Exchange AX4154SU sunglasses, a testament to impeccable craftsmanship. These square-shaped matte black frames exude timeless elegance and sophistication. The solid dark grey lenses add a touch of understated allure to this iconic design. Elevate your everyday look with these exquisite shades that seamlessly blend fashion-forward flair with versatile appeal.",0,,,Polyamide Bio,AX4154SU,,(0-)_size,,, (0-)_size,Classic
69329802d842073f56990f46,3074457345618391264,https://www.sunglasshut.com/ca-en/ray-ban/rb3016-805289346890,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB3016 Clubmaster Classic,/wcs/resources/store/10154/products/3074457345618391264/variants?pdpGroupByValue=RB3016+Clubmaster+Classic_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban Clubmaster Classic is a new take on an iconic model. The square shape and acetate frame are designed to ensure comfort and durability. The classic g-15 green lenses provide 100% UV protection, while the polarized option offers even more glare reduction. With its polished black finish, this square-shaped frame is perfect for those who want to make a statement without being too flashy.",,"Ray-Ban Clubmaster Classic is a new take on an iconic model. The square shape and acetate frame are designed to ensure comfort and durability. The classic g-15 green lenses provide 100% UV protection, while the polarized option offers even more glare reduction. With its polished black finish, this square-shaped frame is perfect for those who want to make a statement without being too flashy.",0,,,Crystal,RB3016,,(0-)_size,,, (0-)_size,Classic
69329802d842073f56990f47,3074457345618501695,https://www.sunglasshut.com/ca-en/ray-ban/rb3025-8056597259835,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB3025 Aviator Classic,/wcs/resources/store/10154/products/3074457345618501695/variants?pdpGroupByValue=RB3025+Aviator+Classic_SUN&categoryId=3074457345626651857,False,29.99,Ray-Ban Aviator Classic sunglasses are a timeless model that combines classic pilot design with gold metal frame. These polarized black lenses sunglasses will add a touch of sophistication to any outfit. Wear them in gold metal frames with black lenses for an elegant look that never goes out of style.,,Ray-Ban Aviator Classic sunglasses are a timeless model that combines classic pilot design with gold metal frame. These polarized black lenses sunglasses will add a touch of sophistication to any outfit. Wear them in gold metal frames with black lenses for an elegant look that never goes out of style.,0,,,Crystal,RB3025,,(0-)_size,,, (0-)_size,Classic
69329804d842073f56990f48,3074457345618394490,https://www.sunglasshut.com/ca-en/burberry/be4181-8053672303216,male,410000404058,Burberry,Burberry sunglasses,BE4181,/wcs/resources/store/10154/products/3074457345618394490/variants?pdpGroupByValue=BE4181_SUN&categoryId=3074457345626651871,False,29.99,"Inspired by the rustic jute accessories line, this canvas check frame features bi-injected rubber and the iconic Burberry pattern on each temple. The modern shape celebrates London charm.",,"Inspired by the rustic jute accessories line, this canvas check frame features bi-injected rubber and the iconic Burberry pattern on each temple. The modern shape celebrates London charm.",0,,,Polyamide,BE4181,,(0-)_size,,, (0-)_size,Classic
69329805d842073f56990f49,3074457345618573681,https://www.sunglasshut.com/ca-en/oakley/oo9102-888392538871,male,410000404058,Oakley,Oakley sunglasses,OO9102 Miami Dolphins Holbrook™,/wcs/resources/store/10154/products/3074457345618573681/variants?pdpGroupByValue=OO9102+Miami+Dolphins+Holbrook%E2%84%A2_SUN&categoryId=3074457345626651863,False,29.99,"Introducing Oakley Miami Dolphins Holbrook™, a new square frame that captures the timeless style of vintage frames. The matte black color with prizm black lens technology adds an athletic touch to this design. Crafted from durable o matter™ material, these shades offer all-day comfort and protection from harmful UV rays.",,"Introducing Oakley Miami Dolphins Holbrook™, a new square frame that captures the timeless style of vintage frames. The matte black color with prizm black lens technology adds an athletic touch to this design. Crafted from durable o matter™ material, these shades offer all-day comfort and protection from harmful UV rays.",0,,,Polycarbonate,OO9102,,(0-)_size,,, (0-)_size,Mirror & Flash
69329806d842073f56990f4a,3074457345618727218,https://www.sunglasshut.com/ca-en/tory-burch/ty6116-725125537520,unisex,410000404058,Tory Burch,Tory Burch sunglasses,TY6116,/wcs/resources/store/10154/products/3074457345618727218/variants?pdpGroupByValue=TY6116_SUN&categoryId=3074457345626651844,False,29.99,"Elevate your style with Tory Burch TY6116 sunglasses, designed for those who embrace sophistication and comfort. Crafted from metal material with an oval shape, these shades exude elegance and allure with their shiny light gold frame finish paired with dark brown lenses. Embrace the spirit of innovation and tradition that has made Tory Burch a household name across the globe.",,"Elevate your style with Tory Burch TY6116 sunglasses, designed for those who embrace sophistication and comfort. Crafted from metal material with an oval shape, these shades exude elegance and allure with their shiny light gold frame finish paired with dark brown lenses. Embrace the spirit of innovation and tradition that has made Tory Burch a household name across the globe.",0,,,Polyamide Bio,TY6116,,(0-)_size,,, (0-)_size,Classic
69329807d842073f56990f4b,3074457345618392506,https://www.sunglasshut.com/ca-en/ray-ban/rb2132-8053672131598,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB2132 New Wayfarer Classic,/wcs/resources/store/10154/products/3074457345618392506/variants?pdpGroupByValue=RB2132+New+Wayfarer+Classic_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban New Wayfarer Classic sunglasses are a must-have for anyone looking to add a touch of style to their look. The green lenses, with their polarized technology, provide excellent sun protection while also reducing glare and enhancing contrast and clarity. These square-shaped sunglasses have been designed with a matte black frame that will match any outfit or occasion.",,"Ray-Ban New Wayfarer Classic sunglasses are a must-have for anyone looking to add a touch of style to their look. The green lenses, with their polarized technology, provide excellent sun protection while also reducing glare and enhancing contrast and clarity. These square-shaped sunglasses have been designed with a matte black frame that will match any outfit or occasion.",0,,,Crystal,RB2132,,(0-)_size,,, (0-)_size,Classic
69329808d842073f56990f4c,3074457345618691176,https://www.sunglasshut.com/ca-en/ray-ban/rb4441d-8056262268902,male,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB4441D Bio-Based,/wcs/resources/store/10154/products/3074457345618691176/variants?pdpGroupByValue=RB4441D+Bio-Based_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban RB4441D are a modern take on the pillow shape. These unisex sunglasses feature solid dark grey lenses and black frames, for a stylish look that will turn heads wherever you go. The resilient material makes them perfect for those with an active lifestyle, while the pillow shape provides comfort and style all day long.",,"Ray-Ban RB4441D are a modern take on the pillow shape. These unisex sunglasses feature solid dark grey lenses and black frames, for a stylish look that will turn heads wherever you go. The resilient material makes them perfect for those with an active lifestyle, while the pillow shape provides comfort and style all day long.",0,,,Polyamide Bio,RB4441D,,(0-)_size,,, (0-)_size,Classic
69329809d842073f56990f4d,3074457345618661258,https://www.sunglasshut.com/ca-en/versace/ve2264-8056597922371,male,410000404058,Versace,Versace sunglasses,VE2264,/wcs/resources/store/10154/products/3074457345618661258/variants?pdpGroupByValue=VE2264_SUN&categoryId=3074457345626651843,False,29.99,"Elevate your style with Versace VE2264 sunglasses, a perfect blend of sophistication and allure. The metal oval frame is crafted in matte gold color, exuding timeless elegance. These shades feature solid dark grey lenses that add a touch of mystery to the overall design. Embrace the iconic head on the temple as a symbol of luxury and craftsmanship, making these sunglasses an instant favorite among fashion lovers.",,"Elevate your style with Versace VE2264 sunglasses, a perfect blend of sophistication and allure. The metal oval frame is crafted in matte gold color, exuding timeless elegance. These shades feature solid dark grey lenses that add a touch of mystery to the overall design. Embrace the iconic head on the temple as a symbol of luxury and craftsmanship, making these sunglasses an instant favorite among fashion lovers.",0,,,Polycarbonate,VE2264,,(0-)_size,,, (0-)_size,Classic
6932980ad842073f56990f4e,3074457345618629849,https://www.sunglasshut.com/ca-en/gucci/gc001968-889652394213,male,410000404058,Gucci,Gucci sunglasses,GG1221S,/wcs/resources/store/10154/products/3074457345618629849/variants?pdpGroupByValue=GG1221S_SUN&categoryId=3074457345626651850,False,29.99,"Elevating the iconic rectangle shape, Gucci GG1221S sunglasses showcase a new level of sophistication. The gold metal frame and temples exude elegance, while the green lenses add a touch of color to this sophisticated design. With their timeless appeal and enduring allure, these shades are sure to become a staple in your wardrobe.",,"Elevating the iconic rectangle shape, Gucci GG1221S sunglasses showcase a new level of sophistication. The gold metal frame and temples exude elegance, while the green lenses add a touch of color to this sophisticated design. With their timeless appeal and enduring allure, these shades are sure to become a staple in your wardrobe.",0,,,Polyamide,GG1221S,,(0-)_size,,, (0-)_size,Classic
6932980bd842073f56990f4f,3074457345618591675,https://www.sunglasshut.com/ca-en/armani-exchange/ax2034s-8056597213639,male,410000404058,Armani Exchange,AX (Armani Exchange) sunglasses,AX2034S,/wcs/resources/store/10154/products/3074457345618591675/variants?pdpGroupByValue=AX2034S_SUN&categoryId=3074457345626651868,False,29.99,"The Armani Exchange AX2034S sunglasses are a pilot shape that will add an iconic touch to any outfit. Designed in shiny black color, these metal frames feature solid grey lenses for a stylish look that adds flair and sophistication. With their timeless design and premium materials, these sunglasses offer both comfort and style to match your everyday style.",,"The Armani Exchange AX2034S sunglasses are a pilot shape that will add an iconic touch to any outfit. Designed in shiny black color, these metal frames feature solid grey lenses for a stylish look that adds flair and sophistication. With their timeless design and premium materials, these sunglasses offer both comfort and style to match your everyday style.",0,,,Polycarbonate,AX2034S,,(0-)_size,,, (0-)_size,Classic
